"DLN","YEAR","CASE #","ROAD SYSTEM CODE","COUNTY","MUNICIPALITY","CRASH DATE","DEPARTMENT NAME","DEPARTMENT #","STATION","LOCATION","ROUTE","SRI","MILEPOST","CROSS STREET","IS RAMP?","RAMP ROUTE","STATE","FIRST EVENT CODE","SECOND EVENT CODE","THIRD EVENT CODE","FOURTH EVENT CODE","MOST HARMFUL EVENT CODE","OTHER PROPERTY DAMAGE","SEVERITY RATING"
"17129712","2017","17-01992","02","16","04","2017-01-24 ","HAWTHORNE PD","01","","NJ 208","208 ","00000208__","4.240  ","CR 659 / GOFFLE RD","","","NJ","55","56","52","01","01","PSE&G UTILITY POLE # PS6472HE LOCATED AT MILE POST 4.2 ON NJ STATE HWY ROUTE 20?","3"
"17109058","2017","2017-172","02","03","18","2017-01-07 ","MANSFIELD TWP PD (BURLINGTON)","01","330","US 206","206 ","00000206__","32.370 ","WHITE PINE RD","","","NJ","60","59","","","59","FENCE AT 3241 RT. 206 - MONTELLA HOLDINGS LLC. CLEMENT, NJ, 08021","1"
"17900850","2017","B110-2017-00012A","01","10","02","2017-01-05 ","NEW JERSEY STATE POLICE","02","PERRYVILLE - SQ","I-78","78  ","00000078__","10.800 ","","","","CT","05","46","46","","46","12 FT GUARDRAIL FACE OWNED BY NJDOT","1"
"17124289","2017","WB-2017-00039","02","17","15","2017-01-03 ","WOODSTOWN BORO PD","01","","US 40","40  ","00000040__","10.670 ","NJ 45 / CR 672 / MAIN ST / N MAIN S","","","OH","06","51","50","","51","TRAFFIC LIGHT, TRAFFIC SIGN VEH#2","1"
"17900817","2017","B060-2017-00085A","01","07","17","2017-01-08 ","NEW JERSEY STATE POLICE","02","TOTOWA-SUB - SQ","I-280","280 ","00000280__","11.000 ","","","","NJ","06","48","","","48","","2"
"17902508","2017","B130-2017-00322A","01","20","19","2017-01-24 ","NEW JERSEY STATE POLICE","02","SOMERVILLE - SQ","I-78","78  ","00000078__","53.200 ","","","","NJ","06","46","","","46","15 FEET OF GUARDRAIL.","1"
"17120249","2017","17-00916","02","14","14","2017-01-11 ","JEFFERSON TWP PD","01","","NJ 15","15  ","00000015__","6.930  ","","F","ESPANONG ROAD","NJ","56","47","","","","","1"
"17900639","2017","B060-2017-00068A","01","14","21","2017-01-06 ","NEW JERSEY STATE POLICE","02","TOTOWA-SUB - SQ","I-80","80  ","00000080__","47.600 ","","","","NJ","06","47","","","","APPROXIMATELY 50 OF GUARDRAIL","1"
"17110480","2017","2017-02383","02","03","24","2017-01-30 ","MOUNT LAUREL TWP PD","01","","NJ 38","38  ","00000038__","11.660 ","CR 635 / ARK RD","","","NJ","48","","","","48","","1"
"17117474","2017","17-402","02","20","19","2017-01-02 ","UNION TWP PD","01","","US 22","22  ","00000022__","53.500 ","MONROE ST","","","NJ","26","56","50","52","26","POLE #: 66737UN AND SPEED LIMIT STREET SIGN","1"
"17135264","2017","17SB00011","02","13","43","2017-01-01 ","SEA BRIGHT PD","01","SEA BRIGHT","NJ 36","36  ","00000036__","9.370  ","ROUTE 520 / RUMSON RD","","","NJ","26","08","59","52","52","FENCE POST, WESTERN PROPERTY OF 700 OCEAN AVENUE","3"
"17134451","2017","17000204","02","15","05","2017-01-24 ","BERKELEY TWP PD","01","HIGHWAY","US 9","9   ","00000009__","85.390 ","FLORAL AVE","","","NJ","26","59","","","26","","1"
"17900704","2017","C060-2017-00059A","01","11","06","2017-01-09 ","NEW JERSEY STATE POLICE","02","HAMILTON-SUB -","I-95 MERCER COUNTY","95  ","00000095M_","3.000  ","","","","NJ","26","46","","","46","GUARDRAIL FACE
NJDOT
P.O. BOX 600
TRENTON, NJ 08625-0600","1"
"17902145","2017","B130-2017-00260A","01","18","01","2017-01-18 ","NEW JERSEY STATE POLICE","02","SOMERVILLE - SQ","I-287","287 ","00000287__","21.800 ","","T","US 202/206","NJ","26","41","","","26","","1"
"17901521","2017","A310-2017-00125A","01","04","18","2017-01-13 ","NEW JERSEY STATE POLICE","02","BELLMAWR - SQUA","I-295","295 ","00000295__","29.800 ","","","","NJ","26","48","","","26","","1"
"17127199","2017","17004166","02","04","27","2017-01-16 ","PENNSAUKEN TWP PD","01","1ST","US 130","130 ","00000130__","34.060 ","CR 615 / UNION AVE","","","PA","26","48","","","26","","1"
"17901104","2017","C060-2017-00027A","02","11","11","2017-01-04 ","NEW JERSEY STATE POLICE","02","HAMILTON-SUB -","NJ 29","29  ","00000029__","2.000  ","","","","PA","26","48","","","","","2"
"17900801","2017","A310-2017-00097A","02","08","02","2017-01-11 ","NEW JERSEY STATE POLICE","02","BELLMAWR - SQUA","NJ 55","55  ","00000055__","59.100 ","","","","NJ","26","06","69","","26","","1"
"17900818","2017","B060-2017-00088A","01","02","42","2017-01-08 ","NEW JERSEY STATE POLICE","02","TOTOWA-SUB - SQ","I-287","287 ","00000287__","58.600 ","","","","NJ","26","06","48","","48","","2"
"17902514","2017","B130-2017-00372A","01","12","05","2017-01-28 ","NEW JERSEY STATE POLICE","02","SOMERVILLE - SQ","I-287","287 ","00000287__","0.700  ","","F","US 1","NJ","26","46","","","26","","1"
"17908977","2017","A310-2017-00227A","01","08","07","2017-01-29 ","NEW JERSEY STATE POLICE","02","BELLMAWR - SQUA","I-295","295 ","00000295__","17.000 ","","","","NJ","26","46","01","","01","DAMAGE TO GUARDRAIL: NJDOT 
1035 PARKWAY AVENUE, EWING, NEW JERSEY","3"
"17900802","2017","A310-2017-00098A","02","08","05","2017-01-11 ","NEW JERSEY STATE POLICE","02","BELLMAWR - SQUA","NJ 55","55  ","00000055__","42.500 ","","","","NJ","26","05","46","46","","GUARDRAIL:
NJDOT
1 EXECUTIVE CAMPUS
CHERRY HILL, NJ","1"
"17900866","2017","B130-2017-00063A","01","18","08","2017-01-05 ","NEW JERSEY STATE POLICE","02","SOMERVILLE - SQ","I-287","287 ","00000287__","10.300 ","","","","NJ","26","26","05","48","48","","2"
"17901034","2017","A310-2017-00073A","01","08","20","2017-01-09 ","NEW JERSEY STATE POLICE","02","BELLMAWR - SQUA","I-295","295 ","00000295__","23.000 ","","","","NJ","26","06","48","","26","","1"
"17902632","2017","C060-2017-00143A","01","11","03","2017-01-22 ","NEW JERSEY STATE POLICE","02","HAMILTON-SUB -","I-295","295 ","00000295__","63.000 ","","","","NJ","26","48","","","48","CONRETE TRAFFIC BARRIER (RIGHT SHOULDER).","2"
"17903512","2017","B080-2017-00263A","01","14","24","2017-02-01 ","NEW JERSEY STATE POLICE","02","NETCONG - SQUAD","I-287","287 ","00000287__","36.000 ","","","","NJ","26","06","48","","26","","1"
"17903028","2017","B130-2017-00371A","01","18","01","2017-01-28 ","NEW JERSEY STATE POLICE","02","SOMERVILLE - SQ","I-287","287 ","00000287__","21.060 ","","T","I-78","PA","26","06","46","","26","100 FEET OF GUARDRAIL","2"
"17903028","2017","B130-2017-00371A","01","18","01","2017-01-28 ","NEW JERSEY STATE POLICE","02","SOMERVILLE - SQ","I-287","287 ","00000287__","21.060 ","","T","I-78","IN","26","06","46","60","","100 FEET OF GUARDRAIL","2"
"17900313","2017","A310-2017-00008A","01","04","04","2017-01-03 ","NEW JERSEY STATE POLICE","02","BELLMAWR - SQUA","I-295","295 ","00000295__","27.000 ","","","","NJ","26","06","54","","26","CONSTRUCTION BARREL","1"
"17900813","2017","B020-2017-00044A","01","21","01","2017-01-16 ","NEW JERSEY STATE POLICE","02","HOPE - SQUAD 2","I-80","80  ","00000080__","22.400 ","","","","NJ","26","06","46","06","46","","2"
"17903343","2017","B050-2017-00123A","02","19","05","2017-02-01 ","NEW JERSEY STATE POLICE","02","SUSSEX - SQUAD","US 206","206 ","00000206__","118.000","","","","NJ","08","46","26","","46","5 FEET MINOR GUARDRAIL DAMAGE.","2"
"17108179","2017","17NT00661","02","13","34","2017-01-08 ","NEPTUNE TWP PD","01","","NJ 35","35  ","00000035__","24.430 ","BROCKTON AVE","","","NJ","26","07","06","69","26","FRONT WINDOW AND FLOWER BEDS OF FLAME KABOB. OWNER NOTIFIED","2"
"17129049","2017","2017-001988","02","08","24","2017-01-31 ","WOOLWICH TWP PD","01","","US 322","322 ","00000322__","8.070  ","NEW JERSEY TURNPIKE","","","NJ","26","01","46","","26","GUARD RAIL.","3"
"17174038","2017","2017000301","02","04","05","2017-01-11 ","BERLIN BORO PD","01","","NJ 73","73  ","00000073__","17.620 ","CR 689 / MILFORD RD","","","NJ","26","05","56","49","26","STATE PROPERTY-LEFT TURN ARROW SIGN STATE PROPERTY-GRASS DAMAGED","2"
"17901698","2017","B020-2017-00029A","01","21","01","2017-01-14 ","NEW JERSEY STATE POLICE","02","HOPE - SQUAD 3","I-80","80  ","00000080__","21.800 ","","","","NY","06","50","58","","","DOT TRAFFIC SIGN","1"
"17900974","2017","C060-2017-00053A","01","11","03","2017-01-07 ","NEW JERSEY STATE POLICE","02","HAMILTON-SUB -","I-195","195 ","00000195__","0.700  ","","T","US 206","NJ","06","50","","","50","RIGHT SUPPORT OF EXIT 1A SIGN.","1"
"17900041","2017","B060-2017-00025A","01","16","12","2017-01-03 ","NEW JERSEY STATE POLICE","02","TOTOWA-SUB - SQ","I-80","80  ","00000080__","55.000 ","","","","NJ","06","48","","","","","1"
"17903885","2017","B110-2017-00081A","03","21","07","2017-01-29 ","NEW JERSEY STATE POLICE","02","PERRYVILLE - SQ","I-78","78  ","00000078__","4.000  ","","","","PA","46","15","46","","46","GUARDRAIL OWNED BY NJ DOT, TRENTON, NJ","1"
"17902422","2017","B110-2017-00075A","01","18","01","2017-01-27 ","NEW JERSEY STATE POLICE","02","PERRYVILLE - SQ","I-78","78  ","00000078__","29.000 ","","","","NJ","06","69","57","","69","","1"
"17900702","2017","C060-2017-00055A","01","11","03","2017-01-07 ","NEW JERSEY STATE POLICE","02","HAMILTON-SUB -","I-195","195 ","00000195__","2.600  ","","","","NJ","46","","","","46","","1"
"17900790","2017","A310-2017-00009A","02","04","15","2017-01-03 ","NEW JERSEY STATE POLICE","02","BELLMAWR - SQUA","NJ 42","42  ","00000042__","8.300  ","","","","NJ","06","46","39","","","GUARDRAIL
NJ DOT:
1 EXECUTIVE CAMPUS
CHERRY HILL, NJ","1"
"17176707","2017","2017000301","02","04","06","2017-01-11 ","BERLIN TWP PD","01","","NJ 73","73  ","00000073__","17.050 ","CROSS KEYS ROAD","","","NJ","26","05","56","49","26","STATE PROPERTY-LEFT TURN ARROW SIGN STATE PROPERTY-GRASS DAMAGED","2"
"17902360","2017","C020-2017-00039A","01","03","24","2017-01-11 ","NEW JERSEY STATE POLICE","02","BORDENTOWN - SQ","I-295","295 ","00000295__","37.500 ","","","","NJ","26","05","46","","26","","2"
"17902510","2017","B130-2017-00326A","01","18","20","2017-01-24 ","NEW JERSEY STATE POLICE","02","SOMERVILLE - SQ","I-78","78  ","00000078__","40.800 ","","","","NJ","05","46","","","46","","1"
"17900008","2017","B060-2017-00006A","01","02","60","2017-01-02 ","NEW JERSEY STATE POLICE","02","TOTOWA-SUB - SQ","I-80","80  ","00000080__","68.000 ","","","","NJ","46","","","","","","1"
"17900374","2017","C060-2017-00043A","01","13","19","2017-01-07 ","NEW JERSEY STATE POLICE","02","HAMILTON-SUB -","I-195","195 ","00000195__","32.000 ","","","","NJ","46","47","","","46","US DOT GUARDRAIL DAMAGE.","1"
"17901196","2017","B110-2017-00029A","01","21","07","2017-01-13 ","NEW JERSEY STATE POLICE","02","PERRYVILLE - SQ","I-78","78  ","00000078__","5.200  ","","","","PA","06","46","26","","46","","2"
"17903197","2017","B080-2017-00237A","01","14","24","2017-01-28 ","NEW JERSEY STATE POLICE","02","NETCONG - SQUAD","I-287","287 ","00000287__","35.600 ","","","","NJ","26","06","48","05","48","","2"
"17903312","2017","A040-2017-00033A","02","06","03","2017-01-07 ","NEW JERSEY STATE POLICE","02","BRIDGETON - SQU","NJ 56","56  ","00000056__","4.400  ","","","","VA","05","69","69","","69","ROBERT BALDISSERO, 822 LANDIS AVE. DEERFIELD TOWNSHIP NJ 08302 856-207-3275","1"
"17901735","2017","B060-2017-00239A","01","16","12","2017-01-21 ","NEW JERSEY STATE POLICE","02","TOTOWA-SUB - SQ","I-80","80  ","00000080__","54.700 ","","","","NJ","05","46","46","","46","","1"
"17900490","2017","A100-2017-00001A","02","06","14","2017-01-01 ","NEW JERSEY STATE POLICE","02","PORT NORRIS - S","NJ 55","55  ","00000055__","33.000 ","","","","NJ","06","47","46","","","DOT GUARD RAIL, ROUTE 70 WEST CHERRY HILL, NEW JERSEY.","2"
"17900875","2017","B130-2017-00094A","01","07","14","2017-01-07 ","NEW JERSEY STATE POLICE","02","SOMERVILLE - SQ","I-78","78  ","00000078__","57.600 ","","F","US 1/9","NJ","06","46","","","46","5 FEET OF NJ DOT GUARD RAIL W. TRENTON, NJ","1"
"17900873","2017","B130-2017-00089A","01","20","17","2017-01-07 ","NEW JERSEY STATE POLICE","02","SOMERVILLE - SQ","I-78","78  ","00000078__","47.400 ","","","","NJ","26","06","48","","48","","2"
"17901950","2017","D030-2017-00208A","03","09","06","2017-01-18 ","NEW JERSEY STATE POLICE","02","NEWARK - SQUAD","I-78","78  ","00000078__","63.000 ","","","","CT","08","48","","","","N.J.T.A., P.O. BOX 5042 WOODBRIDGE NJ 07095 - CONCRETE BARRIER.","1"
"17901351","2017","B060-2017-00149A","01","07","14","2017-01-07 ","NEW JERSEY STATE POLICE","02","TOTOWA-SUB - SQ","I-280","280 ","00000280__","12.800 ","","","","NJ","06","48","","","","","1"
"17903338","2017","B020-2017-00009A","01","21","13","2017-01-08 ","NEW JERSEY STATE POLICE","02","HOPE - SQUAD 2","I-80","80  ","00000080__","8.200  ","","","","PA","05","43","69","01","","DOT Transformer","3"
"17901199","2017","B110-2017-00035A","01","10","02","2017-01-14 ","NEW JERSEY STATE POLICE","02","PERRYVILLE - SQ","I-78","78  ","00000078__","10.000 ","","","","VA","06","48","","","48","","1"
"17901097","2017","C020-2017-00036A","01","03","24","2017-01-12 ","NEW JERSEY STATE POLICE","02","BORDENTOWN - SQ","I-295","295 ","00000295__","41.500 ","","","","NJ","26","06","46","","","15 FT GUARD RAIL","2"
"17901097","2017","C020-2017-00036A","01","03","24","2017-01-12 ","NEW JERSEY STATE POLICE","02","BORDENTOWN - SQ","I-295","295 ","00000295__","41.500 ","","","","PA","26","46","","","","15 FT GUARD RAIL","2"
"17902621","2017","B080-2017-00251A","01","14","08","2017-01-31 ","NEW JERSEY STATE POLICE","02","NETCONG - SQUAD","I-80","80  ","00000080__","40.000 ","","","","PA","06","48","26","","","","2"
"17902497","2017","B080-2017-00222A","02","14","17","2017-01-27 ","NEW JERSEY STATE POLICE","02","NETCONG - SQUAD","NJ 24","24  ","00000024__","4.300  ","","","","NJ","06","48","","","48","","2"
"17901375","2017","B060-2017-00234A","01","07","22","2017-01-21 ","NEW JERSEY STATE POLICE","02","TOTOWA-SUB - SQ","I-280","280 ","00000280__","10.100 ","","","","NJ","06","48","","","48","","1"
"17900010","2017","B060-2017-00012A","01","02","11","2017-01-02 ","NEW JERSEY STATE POLICE","02","TOTOWA-SUB - SQ","I-80","80  ","00000080__","60.700 ","","","","PA","48","","","","48","","1"
"17901100","2017","C020-2017-00059A","01","03","37","2017-01-15 ","NEW JERSEY STATE POLICE","02","BORDENTOWN - SQ","I-295","295 ","00000295__","43.680 ","","","","NC","06","46","","","46","25FT. GUARDRAIL FACE, NJ DOT.","2"
"17901901","2017","C080-2017-00040A","02","03","35","2017-01-19 ","NEW JERSEY STATE POLICE","02","RED LION - SQUA","US 206","206 ","00000206__","14.400 ","","","","NJ","26","05","54","60","60","VERIZON POLE 115/265, 13277","1"
"17900941","2017","B130-2017-00207A","01","18","20","2017-01-15 ","NEW JERSEY STATE POLICE","02","SOMERVILLE - SQ","I-78","78  ","00000078__","37.400 ","","","","NJ","06","46","","","46","","1"
"17900926","2017","B130-2017-00175A","01","18","06","2017-01-12 ","NEW JERSEY STATE POLICE","02","SOMERVILLE - SQ","I-287","287 ","00000287__","20.700 ","","","","NJ","06","46","","","46","20 FEET NJDOT GUARDRAIL DAMAGE","3"
"17900250","2017","B060-2017-00040A","01","14","29","2017-01-04 ","NEW JERSEY STATE POLICE","02","TOTOWA-SUB - SQ","I-80","80  ","00000080__","44.400 ","","","","NJ","06","48","05","46","46","","2"
"17902781","2017","B060-2017-00332A","01","02","11","2017-01-31 ","NEW JERSEY STATE POLICE","02","TOTOWA-SUB - SQ","I-80","80  ","00000080__","61.300 ","","","","NJ","46","","","","","GUARDRAIL","1"
"17900314","2017","A310-2017-00012A","01","04","14","2017-01-03 ","NEW JERSEY STATE POLICE","02","BELLMAWR - SQUA","I-76","76  ","00000076__","1.800  ","","","","PA","26","48","26","","26","","1"
"17901550","2017","B060-2017-00217A","01","07","22","2017-01-20 ","NEW JERSEY STATE POLICE","02","TOTOWA-SUB - SQ","I-280","280 ","00000280__","9.200  ","","","","NY","06","48","","","48","","1"
"17901374","2017","B060-2017-00232A","01","16","08","2017-01-20 ","NEW JERSEY STATE POLICE","02","TOTOWA-SUB - SQ","I-80","80  ","00000080__","58.800 ","","","","NJ","06","48","","","48","","2"
"17901757","2017","B080-2017-00098A","01","14","13","2017-01-14 ","NEW JERSEY STATE POLICE","02","NETCONG - SQUAD","I-287","287 ","00000287__","33.000 ","","","","NJ","06","46","","","46","","1"
"17901049","2017","B020-2017-00036A","01","21","11","2017-01-14 ","NEW JERSEY STATE POLICE","02","HOPE - SQUAD 4","I-80","80  ","00000080__","11.800 ","","","","NY","06","46","","","46","","2"
"17900945","2017","B130-2017-00217A","01","20","01","2017-01-16 ","NEW JERSEY STATE POLICE","02","SOMERVILLE - SQ","I-78","78  ","00000078__","44.000 ","","","","NJ","06","48","","","48","","2"
"17901768","2017","B080-2017-00193A","01","14","29","2017-01-24 ","NEW JERSEY STATE POLICE","02","NETCONG - SQUAD","I-80","80  ","00000080__","42.200 ","","","","NJ","05","54","58","57","","","1"
"17902329","2017","B080-2017-00024A","01","14","12","2017-01-04 ","NEW JERSEY STATE POLICE","02","NETCONG - SQUAD","I-287","287 ","00000287__","39.700 ","","","","NJ","26","05","50","","","DOT SERVICES SIGN OWNED BY THE STATE OF NJ","2"
"17148679","2017","17-001204","02","15","14","2017-01-07 ","LAKEWOOD PD","01","","NJ 70","70  ","00000070__","51.350 ","CR 623 / NEW HAMPSHIRE AVE","","","NJ","19","05","55","46","46","","1"
"17904117","2017","B060-2017-00296A","01","16","08","2017-01-26 ","NEW JERSEY STATE POLICE","02","TOTOWA-SUB - SQ","I-80","80  ","00000080__","59.700 ","","","","NJ","48","","","","48","","1"
"17900953","2017","B130-2017-00243A","01","18","06","2017-01-11 ","NEW JERSEY STATE POLICE","02","SOMERVILLE - SQ","I-287","287 ","00000287__","20.100 ","","","","NJ","06","50","","","50","","1"
"17900042","2017","B060-2017-00026A","01","16","08","2017-01-03 ","NEW JERSEY STATE POLICE","02","TOTOWA-SUB - SQ","I-80","80  ","00000080__","59.400 ","","","","NJ","06","48","","","","","1"
"17902005","2017","B130-2017-00206A","02","12","25","2017-01-15 ","NEW JERSEY STATE POLICE","02","SOMERVILLE - SQ","NJ 440","440 ","00000440__","1.500  ","CROSS MILL RD","","","NJ","06","46","","","46","APPROXIMATELY 15 FEET OF GUARDRAIL DAMAGE.","1"
"17901403","2017","C060-2017-00118A","01","13","19","2017-01-17 ","NEW JERSEY STATE POLICE","02","HAMILTON-SUB -","I-195","195 ","00000195__","31.800 ","","","","NJ","46","","","","46","15 FEET OF GUARDRAIL DAMAGE. DOT NOTIFIED","1"
"17900670","2017","B080-2017-00009A","02","14","22","2017-01-03 ","NEW JERSEY STATE POLICE","02","NETCONG - SQUAD","NJ 24","24  ","00000024__","1.200  ","","","","NJ","26","05","50","","","","1"
"17900692","2017","C060-2017-00012A","01","11","12","2017-01-02 ","NEW JERSEY STATE POLICE","02","HAMILTON-SUB -","I-195","195 ","00000195__","7.000  ","","","","NJ","46","46","","","46","","1"
"17900112","2017","B130-2017-00023A","01","20","17","2017-01-03 ","NEW JERSEY STATE POLICE","02","SOMERVILLE - SQ","I-78","78  ","00000078__","48.800 ","","","","NJ","06","46","","","46","5FT OF GUARDRAIL DAMAGE.","1"
"17902600","2017","B020-2017-00064A","01","21","01","2017-01-23 ","NEW JERSEY STATE POLICE","02","HOPE - SQUAD 3","I-80","80  ","00000080__","19.400 ","","","","PA","06","46","","","46","","1"
"17900602","2017","B020-2017-00018A","01","21","13","2017-01-11 ","NEW JERSEY STATE POLICE","02","HOPE - SQUAD 4","I-80","80  ","00000080__","7.400  ","","","","PA","06","58","47","","47","","1"
"17901858","2017","B080-2017-00111A","01","14","01","2017-01-16 ","NEW JERSEY STATE POLICE","02","NETCONG - SQUAD","I-287","287 ","00000287__","45.300 ","","","","NJ","05","46","15","","46","","3"
"17902840","2017","B130-2017-00398A","02","20","17","2017-01-30 ","NEW JERSEY STATE POLICE","02","SOMERVILLE - SQ","NJ 24","24  ","00000024__","9.600  ","","","","NJ","06","46","","","46","GUARDRAIL - PROPERTY OF NJDOT.  DAMAGE TO APPROX. 20 FEET OF GUARDRAIL.","1"
"17122773","2017","2017-000839","02","21","22","2017-01-15 ","WASHINGTON TWP PD (WARREN)","01","","NJ 57","57  ","00000057__","12.260 ","","","","NJ","56","05","54","60","60","AT & T -UNDERGROUND MARKER #283","3"
"17901105","2017","C060-2017-00065A","01","11","07","2017-01-09 ","NEW JERSEY STATE POLICE","02","HAMILTON-SUB -","I-95 MERCER COUNTY","95  ","00000095M_","8.300  ","","","","NJ","06","46","","","46","GUARD RAIL FACE
NJDOT
P.O. BOX 600
TRENTON, NJ 08625-0600","1"
"17904860","2017","A310-2017-00228A","01","04","21","2017-01-29 ","NEW JERSEY STATE POLICE","02","BELLMAWR - SQUA","I-295","295 ","00000295__","31.500 ","","","","NJ","26","05","46","","26","MINOR DAMAGE TO GUARDRAIL FACE.
NJ DOT: 1035 PARKWAY AVENUE
TRENTON NJ","1"
"17902307","2017","B060-2017-00251A","01","07","07","2017-01-23 ","NEW JERSEY STATE POLICE","02","TOTOWA-SUB - SQ","I-80","80  ","00000080__","52.400 ","","","","NJ","06","46","01","44","01","THE BRIDGE PARAPET OF THE I-80 BRIDGE AT 52.4 WAS DAMAGED.","2"
"17901571","2017","B130-2017-00209A","01","07","14","2017-01-15 ","NEW JERSEY STATE POLICE","02","SOMERVILLE - SQ","I-78","78  ","00000078__","56.800 ","","","","NJ","05","48","","","48","","1"
"17900961","2017","C020-2017-00047A","01","03","04","2017-01-16 ","NEW JERSEY STATE POLICE","02","BORDENTOWN - SQ","I-295","295 ","00000295__","56.900 ","","","","NJ","06","47","","","47","DAMAGE TO ABOUT TEN FEET OF GUARDRAIL END ON LEFT SHOULDER AT MILEPOST 56.9","1"
"17902286","2017","B020-2017-00068A","01","21","06","2017-01-24 ","NEW JERSEY STATE POLICE","02","HOPE - SQUAD 4","I-80","80  ","00000080__","15.000 ","","","","NY","46","06","46","","","","3"
"17902414","2017","B060-2017-00333A","01","02","11","2017-01-31 ","NEW JERSEY STATE POLICE","02","TOTOWA-SUB - SQ","I-80","80  ","00000080__","61.900 ","","","","NJ","05","48","","","48","","1"
"17900087","2017","B060-2017-00022A","01","07","18","2017-01-03 ","NEW JERSEY STATE POLICE","02","TOTOWA-SUB - SQ","I-280","280 ","00000280__","4.400  ","","","","NJ","06","48","","","48","","2"
"17902767","2017","B060-2017-00195A","01","16","12","2017-01-16 ","NEW JERSEY STATE POLICE","02","TOTOWA-SUB - SQ","I-80","80  ","00000080__","55.700 ","","","","NJ","06","48","","","48","","1"
"17901535","2017","B020-2017-00059A","01","21","01","2017-01-14 ","NEW JERSEY STATE POLICE","02","HOPE - SQUAD 3","I-80","80  ","00000080__","21.800 ","","","","NJ","05","46","","","46","25 FEET OF GUARD RAIL DAMAGED.","1"
"17901391","2017","C020-2017-00023A","01","03","06","2017-01-07 ","NEW JERSEY STATE POLICE","02","BORDENTOWN - SQ","I-295","295 ","00000295__","47.500 ","","","","NJ","46","","","","","","1"
"17900851","2017","B110-2017-00014A","01","10","25","2017-01-06 ","NEW JERSEY STATE POLICE","02","PERRYVILLE - SQ","I-78","78  ","00000078__","14.800 ","","","","PA","05","47","01","","01","DAMAGE TO GUARDRAIL NJ DOT WEST TRENTON NJ.","3"
"17900247","2017","A310-2017-00020A","01","04","08","2017-01-04 ","NEW JERSEY STATE POLICE","02","BELLMAWR - SQUA","I-676","676 ","00000676__","0.400  ","","","","NJ","05","53","47","","47","LAMPPOST/GUARDRAIL - NJ DOT P.O. BOX 600 TRENTON, NJ 08625-0600","1"
"17901071","2017","B110-2017-00017A","01","21","07","2017-01-09 ","NEW JERSEY STATE POLICE","02","PERRYVILLE - SQ","I-78","78  ","00000078__","5.000  ","","","","NJ","06","01","46","","","","1"
"17901400","2017","C060-2017-00110A","01","11","03","2017-01-16 ","NEW JERSEY STATE POLICE","02","HAMILTON-SUB -","I-195","195 ","00000195__","3.200  ","","","","NJ","06","46","","","46","","1"
"17902184","2017","C060-2017-00173A","01","11","03","2017-01-25 ","NEW JERSEY STATE POLICE","02","HAMILTON-SUB -","I-195","195 ","00000195__","0.100  ","","","","NJ","05","46","","","46","","3"
"17902050","2017","C060-2017-00141A","01","13","19","2017-01-21 ","NEW JERSEY STATE POLICE","02","HAMILTON-SUB -","I-195","195 ","00000195__","27.300 ","","F","US 9","NJ","05","46","","","","GUARDRAIL.","1"
"17901834","2017","A310-2017-00051A","01","08","07","2017-01-07 ","NEW JERSEY STATE POLICE","02","BELLMAWR - SQUA","I-295","295 ","00000295__","17.200 ","","","","NJ","06","46","","","46","","2"
"17107891","2017","17-01593","02","20","13","2017-01-12 ","RAHWAY PD","01","","NJ 35","35  ","00000035__","","SEMINARY AVE","","","NJ","56","69","56","69","56","PLANTER BED AND SHRUBBERY OF 1600 ST. GEORGES AVE. RAHWAY, NJ 07065","1"
"17900436","2017","B130-2017-00106A","01","12","17","2017-01-08 ","NEW JERSEY STATE POLICE","02","SOMERVILLE - SQ","I-287","287 ","00000287__","6.800  ","","","","PA","05","47","60","","47","20' OF GUARDRAIL DAMAGE - NJDOT PROPERTY","1"
"17902124","2017","B110-2017-00036A","01","10","02","2017-01-14 ","NEW JERSEY STATE POLICE","02","PERRYVILLE - SQ","I-78","78  ","00000078__","10.000 ","","","","NJ","46","46","46","","46","GUARDRAIL","1"
"17902844","2017","B130-2017-00403A","01","18","21","2017-01-31 ","NEW JERSEY STATE POLICE","02","SOMERVILLE - SQ","I-78","78  ","00000078__","42.500 ","","","","NJ","06","46","05","46","46","","1"
"17903133","2017","B020-2017-00074A","01","21","06","2017-01-29 ","NEW JERSEY STATE POLICE","02","HOPE - SQUAD 4","I-80","80  ","00000080__","15.000 ","","","","PA","06","46","15","","46","NJ DOT TRENTON, NJ  APPROXIMATELY 25 FEET OF GUARDRAIL DAMAGE.","1"
"17114303","2017","I-2017-000953","02","07","01","2017-01-08 ","BELLEVILLE PD","01","PATROL","NJ 21","21  ","00000021__","6.500  ","ROUTE 506 / BELLEVILLE TPK / RUTGER","","","NJ","48","","","","48","","1"
"17116231","2017","I-2017-000504","02","02","46","2017-01-04 ","PARAMUS PD","01","","NJ 4","4   ","00000004__","3.890  ","SPRING VALLEY RD","","","NJ","05","46","","","46","RT 4 WEST BOUND GUARD RAIL JUST PRIOR TO SPRING VALLEY ROAD OVERPASS AND IN FRO?","1"
"17107917","2017","17-00720","02","20","13","2017-01-07 ","RAHWAY PD","01","","NJ 27","27  ","00000027__","27.800 ","W MEADOW AVE","","","NJ","26","56","54","","26","ST. GEORGES AVE/W. MEADOW AVE. STREET SIGN.","1"
